2025-10-29 14:15:57.662 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$51eaa66e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2025-10-29 14:18:00.264 [http-nio-10015-exec-10] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"languageType":"/","icon":"/","listSort":"1","menuName":"卧式缓存一号线","parentId":3,"url":"/horizontalCaching/horizontalCachingOne","createTime":1698131131000,"perms":"wshc:wshc","id":11,"state":1},{"languageType":"/","icon":"/","listSort":"2","menuName":"卧式缓存二号线","parentId":3,"url":"/horizontalCaching/horizontalCachingTwo","createTime":1714026936000,"perms":"wshc:wshc1","id":25,"state":1}]
2025-10-29 14:18:00.264 [http-nio-10015-exec-10] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"languageType":"/","icon":"/","listSort":"1","menuName":"磨边(冷加工)","parentId":4,"url":"/edging/edgingOne","createTime":1709257700000,"perms":"mb:1xmb","id":12,"state":1}]
2025-10-29 14:18:00.264 [http-nio-10015-exec-10] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"languageType":"/","icon":"/","listSort":"1","menuName":"大理片笼","parentId":5,"url":"/daliSliceCage/sliceCage","createTime":1709859590000,"perms":"dlpl:dlpl","id":13,"state":1}]
2025-10-29 14:18:00.264 [http-nio-10015-exec-10] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"languageType":"/","icon":"/","listSort":"1","menuName":"钢化前","parentId":6,"url":"/steel/temperingBefore","createTime":1710296785000,"perms":"gh:ghq","id":14,"state":1},{"languageType":"/","icon":"/","listSort":"2","menuName":"钢化中","parentId":6,"url":"/steel/temperingOngoing","createTime":1753168091000,"id":84,"state":1},{"languageType":"/","icon":"/","listSort":"3","menuName":"钢化后","parentId":6,"url":"/steel/temperingAfter","createTime":1753168262000,"id":85,"state":1},{"languageType":"/","icon":"/","listSort":"4","menuName":"钢化查询","parentId":6,"url":"/steel/temperedPages","createTime":1713231594000,"perms":"gh:ghh","id":86,"state":1}]
2025-10-29 14:18:00.265 [http-nio-10015-exec-10] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"languageType":"/","icon":"/","listSort":"1","menuName":"用户管理","parentId":8,"url":"/systemAdministration/userManagement","createTime":1711673735000,"perms":"xt:yh","id":17,"state":1},{"languageType":"/","icon":"/","listSort":"2","menuName":"权限管理","parentId":8,"url":"/systemAdministration/permissionsManagement","createTime":1711701907000,"perms":"xt:qx","id":18,"state":1},{"languageType":"/","icon":"/","listSort":"3","menuName":"角色管理","parentId":8,"url":"/systemAdministration/roleManagement","createTime":1711701907000,"perms":"xt:js","id":19,"state":1},{"languageType":"/","icon":"/","listSort":"4","menuName":"系统配置","parentId":8,"url":"/systemAdministration/systemConfiguration","createTime":1743562061000,"id":81,"state":1}]
2025-10-29 14:19:43.327 [http-nio-10015-exec-6] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - userinfos:[SysMenu(id=27, parentId=0, menuName=仓储中心, icon=/, url=/, languageType=/, state=1, listSort=0, createTime=Fri May 24 11:39:13 CST 2024, perms=cczx, children=null), SysMenu(id=1, parentId=0, menuName=上片机, icon=/, url=/, languageType=/, state=1, listSort=1, createTime=Fri Mar 01 10:35:15 CST 2024, perms=spj, children=null), SysMenu(id=14, parentId=6, menuName=钢化前, icon=/, url=/steel/temperingBefore, languageType=/, state=1, listSort=1, createTime=Wed Mar 13 10:26:25 CST 2024, perms=gh:ghq, children=null), SysMenu(id=17, parentId=8, menuName=用户管理, icon=/, url=/systemAdministration/userManagement, languageType=/, state=1, listSort=1, createTime=Fri Mar 29 08:55:35 CST 2024, perms=xt:yh, children=null), SysMenu(id=79, parentId=78, menuName=大屏显示, icon=/, url=/largeScreenDisplay/screenDisplay, languageType=/, state=1, listSort=1, createTime=Mon Feb 24 09:35:45 CST 2025, perms=null, children=null), SysMenu(id=62, parentId=60, menuName=报工管理, icon=null, url=/reportManagement/signingWork, languageType=null, state=null, listSort=1, createTime=Mon Jul 15 16:18:39 CST 2024, perms=null, children=null), SysMenu(id=71, parentId=70, menuName=中空一线, icon=/, url=/hollow/hollowLineOne, languageType=/, state=1, listSort=1, createTime=Wed Dec 04 10:11:58 CST 2024, perms=null, children=null), SysMenu(id=28, parentId=27, menuName=原片仓储, icon=/, url=/warehousingCenters/rawFilmStorage, languageType=/, state=1, listSort=1, createTime=Fri May 24 11:44:21 CST 2024, perms=null, children=null), SysMenu(id=10, parentId=2, menuName=掰片/识别, icon=/, url=/breakPiece/brokenPieceInquiry, languageType=/, state=1, listSort=1, createTime=Fri Mar 01 10:35:08 CST 2024, perms=bp:bp, children=null), SysMenu(id=11, parentId=3, menuName=卧式缓存一号线, icon=/, url=/horizontalCaching/horizontalCachingOne, languageType=/, state=1, listSort=1, createTime=Tue Oct 24 15:05:31 CST 2023, perms=wshc:wshc, children=null), SysMenu(id=12, parentId=4, menuName=磨边(冷加工), icon=/, url=/edging/edgingOne, languageType=/, state=1, listSort=1, createTime=Fri Mar 01 09:48:20 CST 2024, perms=mb:1xmb, children=null), SysMenu(id=13, parentId=5, menuName=大理片笼, icon=/, url=/daliSliceCage/sliceCage, languageType=/, state=1, listSort=1, createTime=Fri Mar 08 08:59:50 CST 2024, perms=dlpl:dlpl, children=null), SysMenu(id=60, parentId=0, menuName=报工管理, icon=/, url=/, languageType=/, state=1, listSort=11, createTime=Mon Jul 15 14:51:02 CST 2024, perms=bggl, children=null), SysMenu(id=70, parentId=0, menuName=中空, icon=/, url=/, languageType=/, state=1, listSort=12, createTime=Wed Dec 04 10:11:20 CST 2024, perms=null, children=null), SysMenu(id=78, parentId=0, menuName=大屏显示, icon=/, url=/, languageType=/, state=null, listSort=13, createTime=Mon Feb 24 09:35:31 CST 2025, perms=null, children=null), SysMenu(id=2, parentId=0, menuName=掰片/识别, icon=/, url=/, languageType=/, state=1, listSort=2, createTime=Fri Mar 01 10:35:08 CST 2024, perms=bp, children=null), SysMenu(id=18, parentId=8, menuName=权限管理, icon=/, url=/systemAdministration/permissionsManagement, languageType=/, state=1, listSort=2, createTime=Fri Mar 29 16:45:07 CST 2024, perms=xt:qx, children=null), SysMenu(id=25, parentId=3, menuName=卧式缓存二号线, icon=/, url=/horizontalCaching/horizontalCachingTwo, languageType=/, state=1, listSort=2, createTime=Thu Apr 25 14:35:36 CST 2024, perms=wshc:wshc1, children=null), SysMenu(id=66, parentId=1, menuName=上片一线, icon=/, url=/upperComputer/loadGlassOne, languageType=/, state=1, listSort=2, createTime=Thu Oct 10 15:17:22 CST 2024, perms=null, children=null), SysMenu(id=72, parentId=70, menuName=中空二线, icon=/, url=/hollow/hollowLineTwo, languageType=/, state=1, listSort=2, createTime=Fri Dec 27 13:27:52 CST 2024, perms=null, children=null), SysMenu(id=73, parentId=2, menuName=掰片一线, icon=/, url=/breakPiece/breakPieceOne, languageType=/, state=1, listSort=2, createTime=Wed Dec 25 19:47:11 CST 2024, perms=null, children=null), SysMenu(id=84, parentId=6, menuName=钢化中, icon=/, url=/steel/temperingOngoing, languageType=/, state=1, listSort=2, createTime=Tue Jul 22 15:08:11 CST 2025, perms=null, children=null), SysMenu(id=3, parentId=0, menuName=卧式缓存, icon=/, url=/, languageType=/, state=1, listSort=3, createTime=Tue Oct 24 15:05:31 CST 2023, perms=wshc, children=null), SysMenu(id=19, parentId=8, menuName=角色管理, icon=/, url=/systemAdministration/roleManagement, languageType=/, state=1, listSort=3, createTime=Fri Mar 29 16:45:07 CST 2024, perms=xt:js, children=null), SysMenu(id=74, parentId=2, menuName=掰片二线, icon=/, url=/breakPiece/breakPieceTwo, languageType=/, state=1, listSort=3, createTime=Thu Dec 26 08:48:19 CST 2024, perms=null, children=null), SysMenu(id=76, parentId=70, menuName=中空三线, icon=/, url=/hollow/hollowLineThree, languageType=/, state=1, listSort=3, createTime=Tue Mar 25 08:49:36 CST 2025, perms=null, children=null), SysMenu(id=69, parentId=1, menuName=上片二线, icon=null, url=/upperComputer/loadGlassTwo, languageType=null, state=1, listSort=3, createTime=Thu Oct 31 08:30:43 CST 2024, perms=null, children=null), SysMenu(id=85, parentId=6, menuName=钢化后, icon=/, url=/steel/temperingAfter, languageType=/, state=1, listSort=3, createTime=Tue Jul 22 15:11:02 CST 2025, perms=null, children=null), SysMenu(id=4, parentId=0, menuName=磨边（冷加工）, icon=/, url=/, languageType=/, state=1, listSort=4, createTime=Fri Mar 01 09:48:20 CST 2024, perms=mb, children=null), SysMenu(id=77, parentId=70, menuName=中空理片笼, icon=/, url=/hollow/hollowCage, languageType=/, state=1, listSort=4, createTime=Mon Dec 23 15:54:14 CST 2024, perms=null, children=null), SysMenu(id=81, parentId=8, menuName=系统配置, icon=/, url=/systemAdministration/systemConfiguration, languageType=/, state=1, listSort=4, createTime=Wed Apr 02 10:47:41 CST 2025, perms=null, children=null), SysMenu(id=86, parentId=6, menuName=钢化查询, icon=/, url=/steel/temperedPages, languageType=/, state=1, listSort=4, createTime=Tue Apr 16 09:39:54 CST 2024, perms=gh:ghh, children=null), SysMenu(id=5, parentId=0, menuName=大理片笼, icon=/, url=/, languageType=/, state=1, listSort=5, createTime=Fri Mar 08 08:59:50 CST 2024, perms=dlpl, children=null), SysMenu(id=80, parentId=70, menuName=折铝框一线, icon=/, url=/hollow/foldedOne, languageType=/, state=1, listSort=5, createTime=Mon Feb 24 09:34:55 CST 2025, perms=null, children=null), SysMenu(id=6, parentId=0, menuName=钢化, icon=/, url=/, languageType=/, state=1, listSort=6, createTime=Wed Mar 13 10:26:25 CST 2024, perms=gh, children=null), SysMenu(id=82, parentId=70, menuName=折铝框二线, icon=/, url=/hollow/foldedTwo, languageType=/, state=1, listSort=6, createTime=Mon Apr 21 09:33:44 CST 2025, perms=null, children=null), SysMenu(id=83, parentId=70, menuName=折铝框三线, icon=/, url=/hollow/foldedThree, languageType=/, state=1, listSort=7, createTime=Mon Apr 21 09:34:22 CST 2025, perms=null, children=null), SysMenu(id=8, parentId=0, menuName=系统管理, icon=/, url=/, languageType=/, state=1, listSort=8, createTime=Fri Mar 29 08:55:35 CST 2024, perms=xt, children=null)]
2025-10-29 14:19:43.328 [http-nio-10015-exec-6] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"languageType":"/","icon":"/","listSort":"1","menuName":"原片仓储","parentId":27,"url":"/warehousingCenters/rawFilmStorage","createTime":1716522261000,"id":28,"state":1}]
2025-10-29 14:19:43.328 [http-nio-10015-exec-6] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"languageType":"/","icon":"/","listSort":"2","menuName":"上片一线","parentId":1,"url":"/upperComputer/loadGlassOne","createTime":1728544642000,"id":66,"state":1},{"listSort":"3","menuName":"上片二线","parentId":1,"url":"/upperComputer/loadGlassTwo","createTime":1730334643000,"id":69,"state":1}]
2025-10-29 14:19:43.328 [http-nio-10015-exec-6] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"listSort":"1","menuName":"报工管理","parentId":60,"url":"/reportManagement/signingWork","createTime":1721031519000,"id":62}]
2025-10-29 14:19:43.329 [http-nio-10015-exec-6] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"languageType":"/","icon":"/","listSort":"1","menuName":"中空一线","parentId":70,"url":"/hollow/hollowLineOne","createTime":1733278318000,"id":71,"state":1},{"languageType":"/","icon":"/","listSort":"2","menuName":"中空二线","parentId":70,"url":"/hollow/hollowLineTwo","createTime":1735277272000,"id":72,"state":1},{"languageType":"/","icon":"/","listSort":"3","menuName":"中空三线","parentId":70,"url":"/hollow/hollowLineThree","createTime":1742863776000,"id":76,"state":1},{"languageType":"/","icon":"/","listSort":"4","menuName":"中空理片笼","parentId":70,"url":"/hollow/hollowCage","createTime":1734940454000,"id":77,"state":1},{"languageType":"/","icon":"/","listSort":"5","menuName":"折铝框一线","parentId":70,"url":"/hollow/foldedOne","createTime":1740360895000,"id":80,"state":1},{"languageType":"/","icon":"/","listSort":"6","menuName":"折铝框二线","parentId":70,"url":"/hollow/foldedTwo","createTime":1745199224000,"id":82,"state":1},{"languageType":"/","icon":"/","listSort":"7","menuName":"折铝框三线","parentId":70,"url":"/hollow/foldedThree","createTime":1745199262000,"id":83,"state":1}]
2025-10-29 14:19:43.329 [http-nio-10015-exec-6] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"languageType":"/","icon":"/","listSort":"1","menuName":"大屏显示","parentId":78,"url":"/largeScreenDisplay/screenDisplay","createTime":1740360945000,"id":79,"state":1}]
2025-10-29 14:19:43.330 [http-nio-10015-exec-6] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"languageType":"/","icon":"/","listSort":"1","menuName":"掰片/识别","parentId":2,"url":"/breakPiece/brokenPieceInquiry","createTime":1709260508000,"perms":"bp:bp","id":10,"state":1},{"languageType":"/","icon":"/","listSort":"2","menuName":"掰片一线","parentId":2,"url":"/breakPiece/breakPieceOne","createTime":1735127231000,"id":73,"state":1},{"languageType":"/","icon":"/","listSort":"3","menuName":"掰片二线","parentId":2,"url":"/breakPiece/breakPieceTwo","createTime":1735174099000,"id":74,"state":1}]
2025-10-29 14:19:43.330 [http-nio-10015-exec-6] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"languageType":"/","icon":"/","listSort":"1","menuName":"卧式缓存一号线","parentId":3,"url":"/horizontalCaching/horizontalCachingOne","createTime":1698131131000,"perms":"wshc:wshc","id":11,"state":1},{"languageType":"/","icon":"/","listSort":"2","menuName":"卧式缓存二号线","parentId":3,"url":"/horizontalCaching/horizontalCachingTwo","createTime":1714026936000,"perms":"wshc:wshc1","id":25,"state":1}]
2025-10-29 14:19:43.330 [http-nio-10015-exec-6] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"languageType":"/","icon":"/","listSort":"1","menuName":"磨边(冷加工)","parentId":4,"url":"/edging/edgingOne","createTime":1709257700000,"perms":"mb:1xmb","id":12,"state":1}]
2025-10-29 14:19:43.330 [http-nio-10015-exec-6] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"languageType":"/","icon":"/","listSort":"1","menuName":"大理片笼","parentId":5,"url":"/daliSliceCage/sliceCage","createTime":1709859590000,"perms":"dlpl:dlpl","id":13,"state":1}]
2025-10-29 14:19:43.331 [http-nio-10015-exec-6] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"languageType":"/","icon":"/","listSort":"1","menuName":"钢化前","parentId":6,"url":"/steel/temperingBefore","createTime":1710296785000,"perms":"gh:ghq","id":14,"state":1},{"languageType":"/","icon":"/","listSort":"2","menuName":"钢化中","parentId":6,"url":"/steel/temperingOngoing","createTime":1753168091000,"id":84,"state":1},{"languageType":"/","icon":"/","listSort":"3","menuName":"钢化后","parentId":6,"url":"/steel/temperingAfter","createTime":1753168262000,"id":85,"state":1},{"languageType":"/","icon":"/","listSort":"4","menuName":"钢化查询","parentId":6,"url":"/steel/temperedPages","createTime":1713231594000,"perms":"gh:ghh","id":86,"state":1}]
2025-10-29 14:19:43.331 [http-nio-10015-exec-6] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"languageType":"/","icon":"/","listSort":"1","menuName":"用户管理","parentId":8,"url":"/systemAdministration/userManagement","createTime":1711673735000,"perms":"xt:yh","id":17,"state":1},{"languageType":"/","icon":"/","listSort":"2","menuName":"权限管理","parentId":8,"url":"/systemAdministration/permissionsManagement","createTime":1711701907000,"perms":"xt:qx","id":18,"state":1},{"languageType":"/","icon":"/","listSort":"3","menuName":"角色管理","parentId":8,"url":"/systemAdministration/roleManagement","createTime":1711701907000,"perms":"xt:js","id":19,"state":1},{"languageType":"/","icon":"/","listSort":"4","menuName":"系统配置","parentId":8,"url":"/systemAdministration/systemConfiguration","createTime":1743562061000,"id":81,"state":1}]
2025-10-29 14:20:57.576 [http-nio-10015-exec-1] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - userinfos:[SysMenu(id=27, parentId=0, menuName=仓储中心, icon=/, url=/, languageType=/, state=1, listSort=0, createTime=Fri May 24 11:39:13 CST 2024, perms=cczx, children=null), SysMenu(id=1, parentId=0, menuName=上片机, icon=/, url=/, languageType=/, state=1, listSort=1, createTime=Fri Mar 01 10:35:15 CST 2024, perms=spj, children=null), SysMenu(id=14, parentId=6, menuName=钢化前, icon=/, url=/steel/temperingBefore, languageType=/, state=1, listSort=1, createTime=Wed Mar 13 10:26:25 CST 2024, perms=gh:ghq, children=null), SysMenu(id=17, parentId=8, menuName=用户管理, icon=/, url=/systemAdministration/userManagement, languageType=/, state=1, listSort=1, createTime=Fri Mar 29 08:55:35 CST 2024, perms=xt:yh, children=null), SysMenu(id=79, parentId=78, menuName=大屏显示, icon=/, url=/largeScreenDisplay/screenDisplay, languageType=/, state=1, listSort=1, createTime=Mon Feb 24 09:35:45 CST 2025, perms=null, children=null), SysMenu(id=62, parentId=60, menuName=报工管理, icon=null, url=/reportManagement/signingWork, languageType=null, state=null, listSort=1, createTime=Mon Jul 15 16:18:39 CST 2024, perms=null, children=null), SysMenu(id=71, parentId=70, menuName=中空一线, icon=/, url=/hollow/hollowLineOne, languageType=/, state=1, listSort=1, createTime=Wed Dec 04 10:11:58 CST 2024, perms=null, children=null), SysMenu(id=28, parentId=27, menuName=原片仓储, icon=/, url=/warehousingCenters/rawFilmStorage, languageType=/, state=1, listSort=1, createTime=Fri May 24 11:44:21 CST 2024, perms=null, children=null), SysMenu(id=10, parentId=2, menuName=掰片/识别, icon=/, url=/breakPiece/brokenPieceInquiry, languageType=/, state=1, listSort=1, createTime=Fri Mar 01 10:35:08 CST 2024, perms=bp:bp, children=null), SysMenu(id=11, parentId=3, menuName=卧式缓存一号线, icon=/, url=/horizontalCaching/horizontalCachingOne, languageType=/, state=1, listSort=1, createTime=Tue Oct 24 15:05:31 CST 2023, perms=wshc:wshc, children=null), SysMenu(id=12, parentId=4, menuName=磨边(冷加工), icon=/, url=/edging/edgingOne, languageType=/, state=1, listSort=1, createTime=Fri Mar 01 09:48:20 CST 2024, perms=mb:1xmb, children=null), SysMenu(id=13, parentId=5, menuName=大理片笼, icon=/, url=/daliSliceCage/sliceCage, languageType=/, state=1, listSort=1, createTime=Fri Mar 08 08:59:50 CST 2024, perms=dlpl:dlpl, children=null), SysMenu(id=60, parentId=0, menuName=报工管理, icon=/, url=/, languageType=/, state=1, listSort=11, createTime=Mon Jul 15 14:51:02 CST 2024, perms=bggl, children=null), SysMenu(id=70, parentId=0, menuName=中空, icon=/, url=/, languageType=/, state=1, listSort=12, createTime=Wed Dec 04 10:11:20 CST 2024, perms=null, children=null), SysMenu(id=78, parentId=0, menuName=大屏显示, icon=/, url=/, languageType=/, state=null, listSort=13, createTime=Mon Feb 24 09:35:31 CST 2025, perms=null, children=null), SysMenu(id=2, parentId=0, menuName=掰片/识别, icon=/, url=/, languageType=/, state=1, listSort=2, createTime=Fri Mar 01 10:35:08 CST 2024, perms=bp, children=null), SysMenu(id=18, parentId=8, menuName=权限管理, icon=/, url=/systemAdministration/permissionsManagement, languageType=/, state=1, listSort=2, createTime=Fri Mar 29 16:45:07 CST 2024, perms=xt:qx, children=null), SysMenu(id=25, parentId=3, menuName=卧式缓存二号线, icon=/, url=/horizontalCaching/horizontalCachingTwo, languageType=/, state=1, listSort=2, createTime=Thu Apr 25 14:35:36 CST 2024, perms=wshc:wshc1, children=null), SysMenu(id=66, parentId=1, menuName=上片一线, icon=/, url=/upperComputer/loadGlassOne, languageType=/, state=1, listSort=2, createTime=Thu Oct 10 15:17:22 CST 2024, perms=null, children=null), SysMenu(id=72, parentId=70, menuName=中空二线, icon=/, url=/hollow/hollowLineTwo, languageType=/, state=1, listSort=2, createTime=Fri Dec 27 13:27:52 CST 2024, perms=null, children=null), SysMenu(id=73, parentId=2, menuName=掰片一线, icon=/, url=/breakPiece/breakPieceOne, languageType=/, state=1, listSort=2, createTime=Wed Dec 25 19:47:11 CST 2024, perms=null, children=null), SysMenu(id=84, parentId=6, menuName=钢化中, icon=/, url=/steel/temperingOngoing, languageType=/, state=1, listSort=2, createTime=Tue Jul 22 15:08:11 CST 2025, perms=null, children=null), SysMenu(id=3, parentId=0, menuName=卧式缓存, icon=/, url=/, languageType=/, state=1, listSort=3, createTime=Tue Oct 24 15:05:31 CST 2023, perms=wshc, children=null), SysMenu(id=19, parentId=8, menuName=角色管理, icon=/, url=/systemAdministration/roleManagement, languageType=/, state=1, listSort=3, createTime=Fri Mar 29 16:45:07 CST 2024, perms=xt:js, children=null), SysMenu(id=74, parentId=2, menuName=掰片二线, icon=/, url=/breakPiece/breakPieceTwo, languageType=/, state=1, listSort=3, createTime=Thu Dec 26 08:48:19 CST 2024, perms=null, children=null), SysMenu(id=76, parentId=70, menuName=中空三线, icon=/, url=/hollow/hollowLineThree, languageType=/, state=1, listSort=3, createTime=Tue Mar 25 08:49:36 CST 2025, perms=null, children=null), SysMenu(id=69, parentId=1, menuName=上片二线, icon=null, url=/upperComputer/loadGlassTwo, languageType=null, state=1, listSort=3, createTime=Thu Oct 31 08:30:43 CST 2024, perms=null, children=null), SysMenu(id=85, parentId=6, menuName=钢化后, icon=/, url=/steel/temperingAfter, languageType=/, state=1, listSort=3, createTime=Tue Jul 22 15:11:02 CST 2025, perms=null, children=null), SysMenu(id=4, parentId=0, menuName=磨边（冷加工）, icon=/, url=/, languageType=/, state=1, listSort=4, createTime=Fri Mar 01 09:48:20 CST 2024, perms=mb, children=null), SysMenu(id=77, parentId=70, menuName=中空理片笼, icon=/, url=/hollow/hollowCage, languageType=/, state=1, listSort=4, createTime=Mon Dec 23 15:54:14 CST 2024, perms=null, children=null), SysMenu(id=81, parentId=8, menuName=系统配置, icon=/, url=/systemAdministration/systemConfiguration, languageType=/, state=1, listSort=4, createTime=Wed Apr 02 10:47:41 CST 2025, perms=null, children=null), SysMenu(id=86, parentId=6, menuName=钢化查询, icon=/, url=/steel/temperedPages, languageType=/, state=1, listSort=4, createTime=Tue Apr 16 09:39:54 CST 2024, perms=gh:ghh, children=null), SysMenu(id=5, parentId=0, menuName=大理片笼, icon=/, url=/, languageType=/, state=1, listSort=5, createTime=Fri Mar 08 08:59:50 CST 2024, perms=dlpl, children=null), SysMenu(id=80, parentId=70, menuName=折铝框一线, icon=/, url=/hollow/foldedOne, languageType=/, state=1, listSort=5, createTime=Mon Feb 24 09:34:55 CST 2025, perms=null, children=null), SysMenu(id=6, parentId=0, menuName=钢化, icon=/, url=/, languageType=/, state=1, listSort=6, createTime=Wed Mar 13 10:26:25 CST 2024, perms=gh, children=null), SysMenu(id=82, parentId=70, menuName=折铝框二线, icon=/, url=/hollow/foldedTwo, languageType=/, state=1, listSort=6, createTime=Mon Apr 21 09:33:44 CST 2025, perms=null, children=null), SysMenu(id=83, parentId=70, menuName=折铝框三线, icon=/, url=/hollow/foldedThree, languageType=/, state=1, listSort=7, createTime=Mon Apr 21 09:34:22 CST 2025, perms=null, children=null), SysMenu(id=8, parentId=0, menuName=系统管理, icon=/, url=/, languageType=/, state=1, listSort=8, createTime=Fri Mar 29 08:55:35 CST 2024, perms=xt, children=null)]
2025-10-29 14:20:57.577 [http-nio-10015-exec-1] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"languageType":"/","icon":"/","listSort":"1","menuName":"原片仓储","parentId":27,"url":"/warehousingCenters/rawFilmStorage","createTime":1716522261000,"id":28,"state":1}]
2025-10-29 14:20:57.578 [http-nio-10015-exec-1] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"languageType":"/","icon":"/","listSort":"2","menuName":"上片一线","parentId":1,"url":"/upperComputer/loadGlassOne","createTime":1728544642000,"id":66,"state":1},{"listSort":"3","menuName":"上片二线","parentId":1,"url":"/upperComputer/loadGlassTwo","createTime":1730334643000,"id":69,"state":1}]
2025-10-29 14:20:57.578 [http-nio-10015-exec-1] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"listSort":"1","menuName":"报工管理","parentId":60,"url":"/reportManagement/signingWork","createTime":1721031519000,"id":62}]
2025-10-29 14:20:57.578 [http-nio-10015-exec-1] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"languageType":"/","icon":"/","listSort":"1","menuName":"中空一线","parentId":70,"url":"/hollow/hollowLineOne","createTime":1733278318000,"id":71,"state":1},{"languageType":"/","icon":"/","listSort":"2","menuName":"中空二线","parentId":70,"url":"/hollow/hollowLineTwo","createTime":1735277272000,"id":72,"state":1},{"languageType":"/","icon":"/","listSort":"3","menuName":"中空三线","parentId":70,"url":"/hollow/hollowLineThree","createTime":1742863776000,"id":76,"state":1},{"languageType":"/","icon":"/","listSort":"4","menuName":"中空理片笼","parentId":70,"url":"/hollow/hollowCage","createTime":1734940454000,"id":77,"state":1},{"languageType":"/","icon":"/","listSort":"5","menuName":"折铝框一线","parentId":70,"url":"/hollow/foldedOne","createTime":1740360895000,"id":80,"state":1},{"languageType":"/","icon":"/","listSort":"6","menuName":"折铝框二线","parentId":70,"url":"/hollow/foldedTwo","createTime":1745199224000,"id":82,"state":1},{"languageType":"/","icon":"/","listSort":"7","menuName":"折铝框三线","parentId":70,"url":"/hollow/foldedThree","createTime":1745199262000,"id":83,"state":1}]
2025-10-29 14:20:57.578 [http-nio-10015-exec-1] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"languageType":"/","icon":"/","listSort":"1","menuName":"大屏显示","parentId":78,"url":"/largeScreenDisplay/screenDisplay","createTime":1740360945000,"id":79,"state":1}]
2025-10-29 14:20:57.579 [http-nio-10015-exec-1] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"languageType":"/","icon":"/","listSort":"1","menuName":"掰片/识别","parentId":2,"url":"/breakPiece/brokenPieceInquiry","createTime":1709260508000,"perms":"bp:bp","id":10,"state":1},{"languageType":"/","icon":"/","listSort":"2","menuName":"掰片一线","parentId":2,"url":"/breakPiece/breakPieceOne","createTime":1735127231000,"id":73,"state":1},{"languageType":"/","icon":"/","listSort":"3","menuName":"掰片二线","parentId":2,"url":"/breakPiece/breakPieceTwo","createTime":1735174099000,"id":74,"state":1}]
2025-10-29 14:20:57.579 [http-nio-10015-exec-1] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"languageType":"/","icon":"/","listSort":"1","menuName":"卧式缓存一号线","parentId":3,"url":"/horizontalCaching/horizontalCachingOne","createTime":1698131131000,"perms":"wshc:wshc","id":11,"state":1},{"languageType":"/","icon":"/","listSort":"2","menuName":"卧式缓存二号线","parentId":3,"url":"/horizontalCaching/horizontalCachingTwo","createTime":1714026936000,"perms":"wshc:wshc1","id":25,"state":1}]
2025-10-29 14:20:57.579 [http-nio-10015-exec-1] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"languageType":"/","icon":"/","listSort":"1","menuName":"磨边(冷加工)","parentId":4,"url":"/edging/edgingOne","createTime":1709257700000,"perms":"mb:1xmb","id":12,"state":1}]
2025-10-29 14:20:57.579 [http-nio-10015-exec-1] INFO  com.mes.menu.service.impl.SysMenuServiceImpl - 菜单树:[{"languageType":"/","icon":"/","listSort":"1","menuName":"大理片笼","parentId":5,"url":"/daliSliceCage/sliceCage","createTime":1709859590000,"perms":"dlpl:dlpl","id":13,"state":1}]
